date,symbol,close,volume
2010-01-04,AAPL,214.009998,123432400.0
2010-01-04,ABT,54.459951000000004,10829000.0
2010-01-04,AIG,29.889999,7750900.0
2010-01-04,AMAT,14.3,18615100.0
2010-01-04,ARNC,16.650013,11512100.0
2010-01-04,BAC,15.69,180845200.0
2010-01-04,BSX,9.01,14332300.0
2010-01-04,C,3.4,40679300.0
2010-01-04,CHK,28.090001,31146800.0
2010-01-04,CMCSA,16.969998999999998,13573400.0
2010-01-04,CSCO,24.690001000000002,59853700.0
2010-01-04,DAL,11.22,14482500.0
2010-01-04,EBAY,23.9,22511600.0
2010-01-04,F,10.28,60855800.0
2010-01-04,FCX,83.459999,18082400.0
2010-01-04,FITB,10.12,15429100.0
2010-01-04,FOXA,13.929995000000002,16512700.0
2010-01-04,FTR,7.96,4030400.0
2010-01-04,GE,15.45,67079900.0
2010-01-04,GILD,43.299999,16809000.0
2010-01-04,GLW,19.559998999999998,16539100.0
2010-01-04,HAL,31.25,11571600.0
2010-01-04,HBAN,3.68,10462800.0
2010-01-04,HPQ,52.449999,27957400.0
2010-01-04,INTC,20.879998999999998,47800900.0
2010-01-04,JPM,42.849998,35460500.0
2010-01-04,KEY,5.94,14901600.0
2010-01-04,KO,57.040001000000004,13870400.0
2010-01-04,MRK,37.009997999999996,13896500.0
2010-01-04,MRO,32.11007,9214200.0
2010-01-04,MSFT,30.950001,38409100.0
2010-01-04,MU,10.85,34412700.0
2010-01-04,NFLX,53.479999,17239600.0
2010-01-04,NVDA,18.49,20005100.0
2010-01-04,ORCL,24.85,26795000.0
2010-01-04,PFE,18.93,52086000.0
2010-01-04,QCOM,46.939999,14570200.0
2010-01-04,RF,5.42,11754800.0
2010-01-04,SBUX,23.049999,16370000.0
2010-01-04,T,28.58,29136600.0
2010-01-04,V,88.139999,20180000.0
2010-01-04,VZ,33.279869,16176600.0
2010-01-04,WFC,27.32,39335700.0
2010-01-04,XOM,69.150002,27809100.0
2010-01-04,XRX,8.63,13472700.0
2010-01-04,YHOO,17.1,16587400.0
2010-01-05,AAPL,214.379993,150476200.0
2010-01-05,ABT,54.019953,10562100.0
2010-01-05,AIG,29.33,8920500.0
2010-01-05,AMAT,14.19,15173200.0
2010-01-05,ARNC,16.130013,22201000.0
2010-01-05,BAC,16.200001,209521300.0
2010-01-05,BSX,9.04,8594200.0
2010-01-05,C,3.53,66861700.0
2010-01-05,CHK,28.970002,28692600.0
2010-01-05,CMCSA,16.74,17746500.0
2010-01-05,CSCO,24.58,45124500.0
2010-01-05,DAL,12.1,25066000.0
2010-01-05,EBAY,23.65,26683100.0
2010-01-05,F,10.96,215620200.0
2010-01-05,FCX,83.959999,17313000.0
2010-01-05,FITB,10.39,12700700.0
2010-01-05,FOXA,13.97,22195900.0
2010-01-05,FTR,7.91,3272900.0
2010-01-05,GE,15.53,64550600.0
2010-01-05,GILD,43.259997999999996,20788200.0
2010-01-05,GLW,19.629998999999998,18060900.0
2010-01-05,HAL,31.65,18989700.0
2010-01-05,HBAN,3.76,21226600.0
2010-01-05,HPQ,52.669998,28830500.0
2010-01-05,INTC,20.870001000000002,52357700.0
2010-01-05,JPM,43.68,41208300.0
2010-01-05,KEY,6.17,16660800.0
2010-01-05,KO,56.349998,23172400.0
2010-01-05,MRK,37.16,14744800.0
2010-01-05,MRO,32.140079,9483300.0
2010-01-05,MSFT,30.959999,49749600.0
2010-01-05,MU,11.17,60659000.0
2010-01-05,NFLX,51.510001,23753100.0
2010-01-05,NVDA,18.76,18216200.0
2010-01-05,ORCL,24.82,28669900.0
2010-01-05,PFE,18.66,43372800.0
2010-01-05,QCOM,48.07,24241000.0
2010-01-05,RF,5.6,23691300.0
2010-01-05,SBUX,23.59,30058800.0
2010-01-05,T,28.440001000000002,35234500.0
2010-01-05,V,87.129997,25833600.0
2010-01-05,VZ,33.339868,23722900.0
2010-01-05,WFC,28.07,55416000.0
2010-01-05,XOM,69.41999799999999,30174700.0
2010-01-05,XRX,8.64,8579300.0
2010-01-05,YHOO,17.23,11718100.0
2010-01-06,AAPL,210.969995,138040000.0
2010-01-06,ABT,54.319953000000005,11401400.0
2010-01-06,AIG,29.139999,7163500.0
2010-01-06,AMAT,14.16,13704800.0
2010-01-06,ARNC,16.970013,20784700.0
2010-01-06,BAC,16.389999,205257900.0
2010-01-06,BSX,9.16,12923000.0
2010-01-06,C,3.64,67433800.0
2010-01-06,CHK,28.650002,16054900.0
2010-01-06,CMCSA,16.620001000000002,13870700.0
2010-01-06,CSCO,24.42,35715700.0
2010-01-06,DAL,12.11,14980700.0
2010-01-06,EBAY,23.5,26368600.0
2010-01-06,F,11.37,200070600.0
2010-01-06,FCX,87.309998,30691200.0
2010-01-06,FITB,10.45,13140600.0
2010-01-06,FOXA,14.2,30598800.0
2010-01-06,FTR,7.8,4075600.0
2010-01-06,GE,15.45,55464900.0
2010-01-06,GILD,44.759997999999996,32750400.0
2010-01-06,GLW,19.379998999999998,13448300.0
2010-01-06,HAL,32.400002,15720800.0
2010-01-06,HBAN,3.86,18761000.0
2010-01-06,HPQ,52.179999,25866000.0
2010-01-06,INTC,20.799999,40037400.0
2010-01-06,JPM,43.919998,27729000.0
2010-01-06,KEY,6.13,11785800.0
2010-01-06,KO,56.330002,19264600.0
2010-01-06,MRK,37.66,15239900.0
2010-01-06,MRO,32.850072,15233800.0
2010-01-06,MSFT,30.77,58182400.0
2010-01-06,MU,11.22,32060400.0
2010-01-06,NFLX,53.319998999999996,23290400.0
2010-01-06,NVDA,18.879998999999998,16229200.0
2010-01-06,ORCL,24.459999,24560700.0
2010-01-06,PFE,18.6,41405100.0
2010-01-06,QCOM,47.599998,22743800.0
2010-01-06,RF,5.67,22415300.0
2010-01-06,SBUX,23.42,14209600.0
2010-01-06,T,27.610001,37894600.0
2010-01-06,V,85.959999,16254000.0
2010-01-06,VZ,31.919873,37506400.0
2010-01-06,WFC,28.110001,33237000.0
2010-01-06,XOM,70.019997,35044700.0
2010-01-06,XRX,8.56,6941700.0
2010-01-06,YHOO,17.17,16422000.0
2010-01-07,AAPL,210.58,119282800.0
2010-01-07,ABT,54.769952,12857200.0
2010-01-07,AIG,28.58,9235500.0
2010-01-07,AMAT,14.01,21543200.0
2010-01-07,ARNC,16.610014000000003,17182500.0
2010-01-07,BAC,16.93,320868400.0
2010-01-07,BSX,9.09,15365800.0
2010-01-07,C,3.65,67245100.0
2010-01-07,CHK,28.720002,13906600.0
2010-01-07,CMCSA,16.969998999999998,15107400.0
2010-01-07,CSCO,24.530001000000002,31531200.0
2010-01-07,DAL,12.69,19814500.0
2010-01-07,EBAY,23.229998000000002,25220000.0
2010-01-07,F,11.66,130201700.0
2010-01-07,FCX,85.639999,19499200.0
2010-01-07,FITB,11.08,34759200.0
2010-01-07,FOXA,13.999998000000001,42402400.0
2010-01-07,FTR,7.76,4383900.0
2010-01-07,GE,16.25,185472300.0
2010-01-07,GILD,44.869999,20892600.0
2010-01-07,GLW,19.57,9861300.0
2010-01-07,HAL,32.48,8993100.0
2010-01-07,HBAN,4.29,66130600.0
2010-01-07,HPQ,52.199999,22507300.0
2010-01-07,INTC,20.6,54041500.0
2010-01-07,JPM,44.790001000000004,44864700.0
2010-01-07,KEY,6.39,25554700.0
2010-01-07,KO,56.189999,13234600.0
2010-01-07,MRK,37.720001,11916600.0
2010-01-07,MRO,32.650089,7803000.0
2010-01-07,MSFT,30.450001,50559700.0
2010-01-07,MU,10.84,46461800.0
2010-01-07,NFLX,52.400001,9955400.0
2010-01-07,NVDA,18.51,13694800.0
2010-01-07,ORCL,24.379998999999998,30469700.0
2010-01-07,PFE,18.530001000000002,39428000.0
2010-01-07,QCOM,48.98,25266300.0
2010-01-07,RF,6.17,41430700.0
2010-01-07,SBUX,23.360001,10256000.0
2010-01-07,T,27.299999,33600300.0
2010-01-07,V,86.760002,27841200.0
2010-01-07,VZ,31.729875,25508200.0
2010-01-07,WFC,29.129998999999998,61649000.0
2010-01-07,XOM,69.800003,27192100.0
2010-01-07,XRX,8.6,11880200.0
2010-01-07,YHOO,16.700001,31816300.0
2010-01-08,AAPL,211.98000499999998,111902700.0
2010-01-08,ABT,55.049952000000005,12148600.0
2010-01-08,AIG,29.34,12702600.0
2010-01-08,AMAT,14.55,41212100.0
2010-01-08,ARNC,17.020014,14783300.0
2010-01-08,BAC,16.780001000000002,220104700.0
2010-01-08,BSX,9.0,18894400.0
2010-01-08,C,3.59,62409700.0
2010-01-08,CHK,28.910002000000002,11656300.0
2010-01-08,CMCSA,16.92,12727000.0
2010-01-08,CSCO,24.66,39115900.0
2010-01-08,DAL,12.47,24589200.0
2010-01-08,EBAY,23.509999,30484000.0
2010-01-08,F,11.69,130463000.0
2010-01-08,FCX,88.099998,21313200.0
2010-01-08,FITB,11.09,19963300.0
2010-01-08,FOXA,14.120002,22252000.0
2010-01-08,FTR,7.68,3564600.0
2010-01-08,GE,16.6,115112600.0
2010-01-08,GILD,44.540001000000004,17618400.0
2010-01-08,GLW,19.889999,11434300.0
2010-01-08,HAL,34.119999,23014600.0
2010-01-08,HBAN,4.22,29869600.0
2010-01-08,HPQ,52.589997,22548200.0
2010-01-08,INTC,20.83,48234700.0
2010-01-08,JPM,44.68,33110100.0
2010-01-08,KEY,6.5,16513200.0
2010-01-08,KO,55.150002,28712400.0
2010-01-08,MRK,37.700001,10767100.0
2010-01-08,MRO,32.70008,7585200.0
2010-01-08,MSFT,30.66,51197400.0
2010-01-08,MU,11.1,32433400.0
2010-01-08,NFLX,53.300002,8180900.0
2010-01-08,NVDA,18.549999,11954200.0
2010-01-08,ORCL,24.68,23542400.0
2010-01-08,PFE,18.68,30407700.0
2010-01-08,QCOM,49.470001,25938200.0
2010-01-08,RF,6.18,25980300.0
2010-01-08,SBUX,23.280001000000002,10274800.0
2010-01-08,T,27.1,27633400.0
2010-01-08,V,87.0,11907200.0
2010-01-08,VZ,31.749874,20658300.0
2010-01-08,WFC,28.860001,35508700.0
2010-01-08,XOM,69.519997,24891800.0
2010-01-08,XRX,8.57,6482500.0
2010-01-08,YHOO,16.700001,15470000.0
2010-01-11,AAPL,210.11000299999998,115557400.0
2010-01-11,ABT,55.329952,10947200.0
2010-01-11,AIG,29.629998999999998,10730700.0
2010-01-11,AMAT,14.87,33667800.0
2010-01-11,ARNC,17.450013000000002,33991100.0
2010-01-11,BAC,16.93,168991600.0
2010-01-11,BSX,9.07,8951500.0
2010-01-11,C,3.63,47557600.0
2010-01-11,CHK,28.000001,15041300.0
2010-01-11,CMCSA,16.809998999999998,19054600.0
2010-01-11,CSCO,24.59,35852900.0
2010-01-11,DAL,12.79,16220400.0
2010-01-11,EBAY,23.45,18331000.0
2010-01-11,F,12.11,170626200.0
2010-01-11,FCX,88.089996,30931200.0
2010-01-11,FITB,11.2,15251700.0
2010-01-11,FOXA,14.079997,11930700.0
2010-01-11,FTR,7.66,2558500.0
2010-01-11,GE,16.76,76675400.0
2010-01-11,GILD,44.889998999999996,17399000.0
2010-01-11,GLW,20.49,25617100.0
2010-01-11,HAL,33.779999,15943400.0
2010-01-11,HBAN,4.33,28307500.0
2010-01-11,HPQ,52.429999,22335700.0
2010-01-11,INTC,20.950001,51086400.0
2010-01-11,JPM,44.529999,31878700.0
2010-01-11,KEY,6.53,14836600.0
2010-01-11,KO,56.27,28642400.0
2010-01-11,MRK,37.849998,9581800.0
2010-01-11,MRO,32.70008,10013000.0
2010-01-11,MSFT,30.27,68754700.0
2010-01-11,MU,10.9,29135200.0
2010-01-11,NFLX,53.23,6783700.0
2010-01-11,NVDA,18.290001,13915300.0
2010-01-11,ORCL,24.690001000000002,19002400.0
2010-01-11,PFE,18.83,32447500.0
2010-01-11,QCOM,49.290001000000004,14672400.0
2010-01-11,RF,6.32,27433000.0
2010-01-11,SBUX,23.209999,11387000.0
2010-01-11,T,26.969998999999998,25791200.0
2010-01-11,V,86.75,12912000.0
2010-01-11,VZ,31.879873,21974900.0
2010-01-11,WFC,28.799999,24387800.0
2010-01-11,XOM,70.300003,30685000.0
2010-01-11,XRX,8.78,13900400.0
2010-01-11,YHOO,16.74,16181900.0
2010-01-12,AAPL,207.720001,148614900.0
2010-01-12,ABT,55.169951,10939300.0
2010-01-12,AIG,28.459999,9036300.0
2010-01-12,AMAT,14.2,40350900.0
2010-01-12,ARNC,15.520012,69322900.0
2010-01-12,BAC,16.360001,223486800.0
2010-01-12,BSX,9.14,14009600.0
2010-01-12,C,3.52,47011800.0
2010-01-12,CHK,27.58,13724400.0
2010-01-12,CMCSA,16.51,18141000.0
2010-01-12,CSCO,24.200001,35780400.0
2010-01-12,DAL,12.54,12905500.0
2010-01-12,EBAY,23.19,25572100.0
2010-01-12,F,11.87,162995900.0
2010-01-12,FCX,84.769997,34166200.0
2010-01-12,FITB,10.99,11348400.0
2010-01-12,FOXA,13.450004999999999,20856100.0
2010-01-12,FTR,7.57,2532300.0
2010-01-12,GE,16.77,64622800.0
2010-01-12,GILD,44.950001,13968600.0
2010-01-12,GLW,20.17,16162900.0
2010-01-12,HAL,33.290001000000004,15739600.0
2010-01-12,HBAN,4.21,25239200.0
2010-01-12,HPQ,51.969996,27153700.0
2010-01-12,INTC,20.610001,69958400.0
2010-01-12,JPM,43.490002000000004,47109600.0
2010-01-12,KEY,6.41,20207300.0
2010-01-12,KO,56.880001,23269800.0
2010-01-12,MRK,37.549999,10921700.0
2010-01-12,MRO,32.25007,9018100.0
2010-01-12,MSFT,30.07,65912100.0
2010-01-12,MU,10.26,46116000.0
2010-01-12,NFLX,52.37,6330100.0
2010-01-12,NVDA,17.67,15685800.0
2010-01-12,ORCL,24.559998999999998,26204600.0
2010-01-12,PFE,18.77,41273100.0
2010-01-12,QCOM,48.490002000000004,18009100.0
2010-01-12,RF,6.25,32974200.0
2010-01-12,SBUX,22.82,15429600.0
2010-01-12,T,26.959999,26307800.0
2010-01-12,V,86.339996,12842000.0
2010-01-12,VZ,31.909874,14407500.0
2010-01-12,WFC,28.08,39795000.0
