date,Ozone
2000-01-01,0.00403233333333333
2000-01-02,0.009485999999999979
2000-01-03,0.005579833333333327
2000-01-04,0.008717333333333311
2000-01-05,0.0137535
2000-01-06,0.009069333333333332
2000-01-07,0.008333166666666671
2000-01-08,0.0076391666666666596
2000-01-09,0.004569333333333336
2000-01-10,0.005833333333333305
2000-01-11,0.009937666666666662
2000-01-12,0.009655666666666698
2000-01-13,0.011990499999999925
2000-01-14,0.019416666666666672
2000-01-15,
2000-01-16,0.016423500000000164
2000-01-17,
2000-01-18,
2000-01-19,0.00738566666666669
2000-01-20,0.00640966666666666
2000-01-21,0.019178
2000-01-22,0.015034833333333634
2000-01-23,
2000-01-24,0.003911999999999992
2000-01-25,0.010868166666666752
2000-01-26,0.013390833333333343
2000-01-27,0.017610999999999995
2000-01-28,0.0180348333333333
2000-01-29,0.012402666666666664
2000-01-30,0.007742833333333333
2000-01-31,0.005545166666666721
2000-02-01,0.010583333333333337
2000-02-02,0.017738166666666676
2000-02-03,
2000-02-04,
2000-02-05,
2000-02-06,
2000-02-07,
2000-02-08,
2000-02-09,0.006763833333333415
2000-02-10,0.006191666666666648
2000-02-11,0.010243166666666663
2000-02-12,0.010923500000000013
2000-02-13,0.00918766666666668
2000-02-14,0.007673666666666665
2000-02-15,0.016215333333333373
2000-02-16,0.009659666666666657
2000-02-17,0.01574666666666667
2000-02-18,0.01072583333333332
2000-02-19,0.007520666666666666
2000-02-20,0.019639000000000007
2000-02-21,0.016520833333333523
2000-02-22,0.009777666666666665
2000-02-23,0.009525666666666656
2000-02-24,0.005840166666666607
2000-02-25,0.01148616666666669
2000-02-26,0.012493333333333342
2000-02-27,0.013548500000000201
2000-02-28,0.01763883333333333
2000-02-29,0.016138833333333328
2000-03-01,0.007417666666666617
2000-03-02,0.016875166666666656
2000-03-03,0.02444433333333335
2000-03-04,0.021410000000000113
2000-03-05,0.023392833333333345
2000-03-06,0.021844166666666727
2000-03-07,0.00942499999999985
2000-03-08,0.010483500000000015
2000-03-09,0.012711833333333361
2000-03-10,0.01595833333333346
2000-03-11,0.016722333333333346
2000-03-12,0.015425000000000019
2000-03-13,0.015435000000000006
2000-03-14,0.015266333333333326
2000-03-15,0.01715516666666665
2000-03-16,0.010018666666666752
2000-03-17,0.020128
2000-03-18,0.017583166666666705
2000-03-19,0.017048500000000015
2000-03-20,0.017722166666666667
2000-03-21,0.016840333333333353
2000-03-22,0.010131999999999974
2000-03-23,0.0073818333333333245
2000-03-24,0.01713199999999999
2000-03-25,0.01856933333333345
2000-03-26,0.025967000000000035
2000-03-27,0.025694499999999974
2000-03-28,0.021824999999999862
2000-03-29,0.015472199999999976
2000-03-30,0.018630333333333356
2000-03-31,0.017003999999999974
2000-04-01,0.017631000000000036
2000-04-02,0.023530000000000047
2000-04-03,0.011031249999999899
2000-04-04,0.018831374999999987
2000-04-05,0.016355875000000034
2000-04-06,0.02023774999999997
2000-04-07,0.02583162500000005
2000-04-08,0.03709887500000001
2000-04-09,0.024862499999999788
2000-04-10,0.019587375000000063
2000-04-11,0.009592
2000-04-12,0.02015612500000007
2000-04-13,0.021243999999999943
2000-04-14,0.02064357142857142
2000-04-15,0.007726285714285677
2000-04-16,0.013673125000000017
2000-04-17,0.020145125000000003
2000-04-18,0.022048375000000228
2000-04-19,0.017151124999999986
2000-04-20,0.018015625000000014
2000-04-21,0.02534387500000016
2000-04-22,0.016718750000000043
2000-04-23,0.014979125000000018
2000-04-24,0.02690787500000042
2000-04-25,0.02459012500000001
2000-04-26,0.017138249999999983
2000-04-27,0.00814575000000006
2000-04-28,0.011527875000000035
2000-04-29,0.02028987500000003
2000-04-30,0.031354249999999376
2000-05-01,0.02262762499999997
2000-05-02,0.026017999999999975
2000-05-03,0.03286514285714275
2000-05-04,0.029494142857142917
2000-05-05,0.020821428571428564
2000-05-06,0.04045242857142811
2000-05-07,0.04253557142857141
2000-05-08,0.03402399999999998
2000-05-09,0.04483328571428518
2000-05-10,0.015256000000000011
2000-05-11,0.018382142857142836
2000-05-12,0.02045271428571455
2000-05-13,0.02544057142857143
2000-05-14,0.03524414285714285
2000-05-15,0.027068000000000113
2000-05-16,0.032416714285714236
2000-05-17,0.04110499999999997
2000-05-18,0.03198814285714266
2000-05-19,0.015101285714285689
2000-05-20,0.016825714285714263
2000-05-21,0.01984528571428593
2000-05-22,0.014670571428571453
2000-05-23,0.021071428571428612
2000-05-24,0.02807157142857123
2000-05-25,0.027007999999999997
2000-05-26,0.027613142857142774
2000-05-27,0.02452985714285679
2000-05-28,0.027363000000000057
2000-05-29,0.02241671428571427
2000-05-30,0.020023999999999875
2000-05-31,0.01701185714285712
2000-06-01,0.030281857142857138
2000-06-02,0.04162214285714343
2000-06-03,0.025024000000000005
2000-06-04,0.028958142857142793
2000-06-05,0.024180428571428454
2000-06-06,0.016702285714285735
2000-06-07,0.02074685714285716
2000-06-08,0.032065285714286296
2000-06-09,0.053730142857142955
2000-06-10,0.0760771428571428
2000-06-11,0.056190571428572075
2000-06-12,0.014785857142857144
2000-06-13,0.016300571428571494
2000-06-14,0.013128999999999925
2000-06-15,0.0129344285714286
2000-06-16,0.027493999999999984
2000-06-17,0.030589285714285607
2000-06-18,0.02205928571428573
2000-06-19,0.015163285714285692
2000-06-20,0.03658914285714317
2000-06-21,0.030119285714285758
2000-06-22,0.029728142857142776
2000-06-23,0.024607
2000-06-24,0.044220142857142986
2000-06-25,0.03036328571428568
2000-06-26,0.03563099999999937
2000-06-27,0.024952714285714276
2000-06-28,0.02434928571428568
2000-06-29,0.02142871428571432
2000-06-30,0.02618171428571427
2000-07-01,0.03341671428571421
2000-07-02,0.049340166666666116
2000-07-03,0.03779171428571425
2000-07-04,0.03588671428571423
2000-07-05,0.030172714285714164
2000-07-06,0.023154999999999943
2000-07-07,0.01995828571428567
2000-07-08,0.02027385714285687
2000-07-09,0.04176785714285712
2000-07-10,0.03593457142857145
2000-07-11,0.026470142857142522
2000-07-12,0.031085142857142825
2000-07-13,0.03295242857142865
2000-07-14,0.031130857142856898
2000-07-15,0.028224142857142896
2000-07-16,0.037243857142857134
2000-07-17,0.02876185714285707
2000-07-18,0.03862885714285728
2000-07-19,0.007015000000000004
2000-07-20,0.02094416666666707
2000-07-21,0.03863183333333335
2000-07-22,0.02920133333333337
2000-07-23,0.02909016666666715
2000-07-24,0.020944499999999984
2000-07-25,0.023506833333333324
2000-07-26,0.014330000000000074
2000-07-27,0.006782428571428593
2000-07-28,0.01269028571428573
2000-07-29,0.01594442857142876
2000-07-30,0.014541571428571449
2000-07-31,0.013521857142857125
2000-08-01,0.011069571428571326
2000-08-02,0.032879
2000-08-03,0.015565571428571385
2000-08-04,0.020845571428571578
2000-08-05,0.02723199999999997
2000-08-06,0.037583428571428545
2000-08-07,0.03242842857142812
2000-08-08,0.035722285714285776
2000-08-09,0.03583357142857144
2000-08-10,0.032775714285714436
2000-08-11,0.031131142857142847
2000-08-12,0.019398857142857124
2000-08-13,0.018089142857143335
2000-08-14,0.0092162857142857
2000-08-15,0.019059428571428533
2000-08-16,0.025065285714286043
2000-08-17,0.017827285714285664
2000-08-18,0.006285857142857153
2000-08-19,0.01860114285714267
2000-08-20,0.017624999999999922
2000-08-21,0.012857142857142883
2000-08-22,0.032722285714285405
2000-08-23,0.02470557142857146
2000-08-24,0.017136999999999986
2000-08-25,0.01877957142857144
2000-08-26,0.0334411428571428
2000-08-27,0.04083357142857152
2000-08-28,0.027799571428571965
2000-08-29,0.016916571428571423
2000-08-30,0.008363142857142864
2000-08-31,0.01065485714285711
2000-09-01,0.007208428571428567
2000-09-02,0.014847142857142859
2000-09-03,0.01720842857142886
2000-09-04,0.022345285714285696
2000-09-05,0.013531714285714268
2000-09-06,0.014641857142856948
2000-09-07,0.017311285714285703
2000-09-08,0.01627457142857142
2000-09-09,0.02816685714285735
2000-09-10,0.032674714285714286
2000-09-11,0.03599400000000006
2000-09-12,0.02412600000000013
2000-09-13,0.018988285714285704
2000-09-14,0.035023857142857204
2000-09-15,0.022946428571428618
2000-09-16,0.012379000000000018
2000-09-17,0.020785714285714282
2000-09-18,0.012654857142856914
2000-09-19,0.010355285714285735
2000-09-20,0.032633
2000-09-21,0.02225
2000-09-22,0.013357285714285745
2000-09-23,0.018887000000000046
2000-09-24,0.013232142857142679
2000-09-25,0.00923414285714287
2000-09-26,0.00564885714285714
2000-09-27,0.009047428571428491
2000-09-28,0.009569571428571427
2000-09-29,0.008326142857142869
2000-09-30,0.013635285714285647
2000-10-01,0.01611899999999995
2000-10-02,0.008849285714285724
2000-10-03,0.019053571428571187
2000-10-04,0.016903857142857158
2000-10-05,0.008729714285714304
2000-10-06,0.014486285714285809
2000-10-07,0.01942257142857134
2000-10-08,0.012470142857142881
2000-10-09,0.010232285714285859
2000-10-10,0.007941714285714293
2000-10-11,0.014969857142857089
2000-10-12,0.01196142857142864
2000-10-13,0.014196428571428584
2000-10-14,0.01826185714285716
2000-10-15,0.03211885714285672
2000-10-16,0.008939714285714263
2000-10-17,0.009418714285714268
2000-10-18,0.005898857142857259
2000-10-19,0.01324042857142859
2000-10-20,0.009854999999999992
2000-10-21,0.019536000000000157
2000-10-22,0.015607142857142889
2000-10-23,0.00902971428571427
2000-10-24,0.007577428571428743
2000-10-25,0.012113142857142836
2000-10-26,0.011569428571428597
2000-10-27,0.0069901428571427175
